symbol,token,strike,expiry,option_type,lot_size
NIFTY25O2024350PE,11575554,24350.0,2025-10-20,PE,75
NIFTY25O2024400CE,11575810,24400.0,2025-10-20,CE,75
NIFTY25O2024400PE,11576834,24400.0,2025-10-20,PE,75
NIFTY25O2024450CE,11577090,24450.0,2025-10-20,CE,75
NIFTY25O2024450PE,11577346,24450.0,2025-10-20,PE,75
NIFTY25O2024500CE,11577602,24500.0,2025-10-20,CE,75
NIFTY25O2024500PE,11577858,24500.0,2025-10-20,PE,75
NIFTY25O2024550CE,11578114,24550.0,2025-10-20,CE,75
NIFTY25O2024550PE,11578626,24550.0,2025-10-20,PE,75
NIFTY25O2024600CE,11578882,24600.0,2025-10-20,CE,75
NIFTY25O2024600PE,11579138,24600.0,2025-10-20,PE,75
NIFTY25O2024650CE,11579394,24650.0,2025-10-20,CE,75
NIFTY25O2024650PE,11579650,24650.0,2025-10-20,PE,75
NIFTY25O2024700CE,11579906,24700.0,2025-10-20,CE,75
NIFTY25O2024700PE,11580162,24700.0,2025-10-20,PE,75
NIFTY25O2024750CE,11580418,24750.0,2025-10-20,CE,75
NIFTY25O2024750PE,11580674,24750.0,2025-10-20,PE,75
NIFTY25O2024800CE,11580930,24800.0,2025-10-20,CE,75
NIFTY25O2024800PE,11581186,24800.0,2025-10-20,PE,75
NIFTY25O2024850CE,11581442,24850.0,2025-10-20,CE,75
NIFTY25O2024850PE,11582210,24850.0,2025-10-20,PE,75
NIFTY25O2024900CE,11582466,24900.0,2025-10-20,CE,75
NIFTY25O2024900PE,11582722,24900.0,2025-10-20,PE,75
NIFTY25O2024950CE,11582978,24950.0,2025-10-20,CE,75
NIFTY25O2024950PE,11583234,24950.0,2025-10-20,PE,75
NIFTY25O2025000CE,11583490,25000.0,2025-10-20,CE,75
NIFTY25O2025000PE,11583746,25000.0,2025-10-20,PE,75
NIFTY25O2025050CE,11584002,25050.0,2025-10-20,CE,75
NIFTY25O2025050PE,11584258,25050.0,2025-10-20,PE,75
NIFTY25O2025100CE,11584514,25100.0,2025-10-20,CE,75
NIFTY25O2025100PE,11584770,25100.0,2025-10-20,PE,75
NIFTY25O2025150CE,11585026,25150.0,2025-10-20,CE,75
NIFTY25O2025150PE,11585282,25150.0,2025-10-20,PE,75
NIFTY25O2025200CE,11585538,25200.0,2025-10-20,CE,75
NIFTY25O2025200PE,11585794,25200.0,2025-10-20,PE,75
NIFTY25O2025250CE,11586050,25250.0,2025-10-20,CE,75
NIFTY25O2025250PE,11586306,25250.0,2025-10-20,PE,75
NIFTY25O2025300CE,11586562,25300.0,2025-10-20,CE,75
NIFTY25O2025300PE,11586818,25300.0,2025-10-20,PE,75
NIFTY25O2025350CE,11587074,25350.0,2025-10-20,CE,75
NIFTY25O2025350PE,11587330,25350.0,2025-10-20,PE,75
NIFTY25O2025400CE,11587586,25400.0,2025-10-20,CE,75
NIFTY25O2025400PE,11587842,25400.0,2025-10-20,PE,75
NIFTY25O2025450CE,11588098,25450.0,2025-10-20,CE,75
NIFTY25O2025450PE,11588354,25450.0,2025-10-20,PE,75
NIFTY25O2025500CE,11588610,25500.0,2025-10-20,CE,75
NIFTY25O2025500PE,11588866,25500.0,2025-10-20,PE,75
NIFTY25O2025550CE,11589122,25550.0,2025-10-20,CE,75
NIFTY25O2025550PE,11589378,25550.0,2025-10-20,PE,75
NIFTY25O2025600CE,11589634,25600.0,2025-10-20,CE,75
NIFTY25O2025600PE,11590402,25600.0,2025-10-20,PE,75
NIFTY25O2025650CE,11590658,25650.0,2025-10-20,CE,75
NIFTY25O2025650PE,11590914,25650.0,2025-10-20,PE,75
NIFTY25O2025700CE,11591170,25700.0,2025-10-20,CE,75
NIFTY25O2025700PE,11591426,25700.0,2025-10-20,PE,75
NIFTY25O2025750CE,11591682,25750.0,2025-10-20,CE,75
NIFTY25O2025750PE,11591938,25750.0,2025-10-20,PE,75
NIFTY25O2025800CE,11592194,25800.0,2025-10-20,CE,75
NIFTY25O2025800PE,11592450,25800.0,2025-10-20,PE,75
NIFTY25O2025850CE,11592706,25850.0,2025-10-20,CE,75
NIFTY25O2025850PE,11592962,25850.0,2025-10-20,PE,75
NIFTY25O2025900CE,11593218,25900.0,2025-10-20,CE,75
NIFTY25O2025900PE,11593474,25900.0,2025-10-20,PE,75
NIFTY25O2025950CE,11593730,25950.0,2025-10-20,CE,75
NIFTY25O2025950PE,11593986,25950.0,2025-10-20,PE,75
NIFTY25O2026000CE,11594242,26000.0,2025-10-20,CE,75
NIFTY25O2026000PE,11594498,26000.0,2025-10-20,PE,75
NIFTY25O2026050CE,11594754,26050.0,2025-10-20,CE,75
NIFTY25O2026050PE,11595010,26050.0,2025-10-20,PE,75
NIFTY25O2026100CE,11595266,26100.0,2025-10-20,CE,75
NIFTY25O2026100PE,11595522,26100.0,2025-10-20,PE,75
NIFTY25O2026150CE,11595778,26150.0,2025-10-20,CE,75
NIFTY25O2026150PE,11596034,26150.0,2025-10-20,PE,75
NIFTY25O2026200CE,11596290,26200.0,2025-10-20,CE,75
NIFTY25O2026200PE,11597058,26200.0,2025-10-20,PE,75
NIFTY25O2026250CE,11597314,26250.0,2025-10-20,CE,75
NIFTY25O2026250PE,11597570,26250.0,2025-10-20,PE,75
NIFTY25O2026300CE,11597826,26300.0,2025-10-20,CE,75
NIFTY25O2026300PE,11598082,26300.0,2025-10-20,PE,75
NIFTY25O2026350CE,11598338,26350.0,2025-10-20,CE,75
NIFTY25O2026350PE,11598594,26350.0,2025-10-20,PE,75
NIFTY25O2026400CE,11598850,26400.0,2025-10-20,CE,75
NIFTY25O2026400PE,11599106,26400.0,2025-10-20,PE,75
NIFTY25O2026450CE,11599362,26450.0,2025-10-20,CE,75
NIFTY25O2026450PE,11599618,26450.0,2025-10-20,PE,75
NIFTY25O2026500CE,11599874,26500.0,2025-10-20,CE,75
NIFTY25O2026500PE,11600130,26500.0,2025-10-20,PE,75
NIFTY25O2026550CE,11600386,26550.0,2025-10-20,CE,75
NIFTY25O2026550PE,11600642,26550.0,2025-10-20,PE,75
NIFTY25O2026600CE,11600898,26600.0,2025-10-20,CE,75
NIFTY25O2026600PE,11601154,26600.0,2025-10-20,PE,75
NIFTY25O2026650CE,11601410,26650.0,2025-10-20,CE,75
NIFTY25O2026650PE,11601666,26650.0,2025-10-20,PE,75
NIFTY25O2026700CE,11601922,26700.0,2025-10-20,CE,75
NIFTY25O2026700PE,11602178,26700.0,2025-10-20,PE,75
NIFTY25O2026750CE,11602434,26750.0,2025-10-20,CE,75
NIFTY25O2026750PE,11602690,26750.0,2025-10-20,PE,75
NIFTY25O2026800CE,11602946,26800.0,2025-10-20,CE,75
NIFTY25O2026800PE,11603202,26800.0,2025-10-20,PE,75
NIFTY25O2026850CE,11603458,26850.0,2025-10-20,CE,75
NIFTY25O2026850PE,11603714,26850.0,2025-10-20,PE,75
NIFTY25O2026900CE,11603970,26900.0,2025-10-20,CE,75
NIFTY25O2026900PE,11604226,26900.0,2025-10-20,PE,75
NIFTY25O2026950CE,11604482,26950.0,2025-10-20,CE,75
NIFTY25O2026950PE,11604738,26950.0,2025-10-20,PE,75
NIFTY25O2027000CE,11604994,27000.0,2025-10-20,CE,75
NIFTY25O2027000PE,11605250,27000.0,2025-10-20,PE,75
NIFTY25O2027050CE,11605506,27050.0,2025-10-20,CE,75
NIFTY25O2027050PE,11605762,27050.0,2025-10-20,PE,75
NIFTY25O2027100CE,11606018,27100.0,2025-10-20,CE,75
NIFTY25O2027100PE,11606274,27100.0,2025-10-20,PE,75
NIFTY25O2027150CE,11606530,27150.0,2025-10-20,CE,75
NIFTY25O2027150PE,11606786,27150.0,2025-10-20,PE,75
NIFTY25OCT22600CE,15025154,22600.0,2025-10-28,CE,75
NIFTY25OCT22600PE,15026178,22600.0,2025-10-28,PE,75
NIFTY25OCT22650CE,15026434,22650.0,2025-10-28,CE,75
NIFTY25OCT22650PE,15026690,22650.0,2025-10-28,PE,75
NIFTY25OCT22700CE,15026946,22700.0,2025-10-28,CE,75
NIFTY25OCT22700PE,15027202,22700.0,2025-10-28,PE,75
NIFTY25OCT22750CE,15027458,22750.0,2025-10-28,CE,75
NIFTY25OCT22750PE,15029250,22750.0,2025-10-28,PE,75
NIFTY25OCT22800CE,15029506,22800.0,2025-10-28,CE,75
NIFTY25OCT22800PE,15030274,22800.0,2025-10-28,PE,75
NIFTY25OCT22850CE,15030530,22850.0,2025-10-28,CE,75
NIFTY25OCT22850PE,15030786,22850.0,2025-10-28,PE,75
NIFTY25OCT22900CE,15031042,22900.0,2025-10-28,CE,75
NIFTY25OCT22900PE,15031554,22900.0,2025-10-28,PE,75
NIFTY25OCT22950CE,15031810,22950.0,2025-10-28,CE,75
NIFTY25OCT22950PE,15032066,22950.0,2025-10-28,PE,75
NIFTY25OCT23000CE,15032834,23000.0,2025-10-28,CE,75
NIFTY25OCT23000PE,15033090,23000.0,2025-10-28,PE,75
NIFTY25OCT23050CE,15033346,23050.0,2025-10-28,CE,75
NIFTY25OCT23050PE,15033858,23050.0,2025-10-28,PE,75
NIFTY25OCT23100CE,15034114,23100.0,2025-10-28,CE,75
NIFTY25OCT23100PE,15035138,23100.0,2025-10-28,PE,75
NIFTY25OCT23150CE,15035394,23150.0,2025-10-28,CE,75
NIFTY25OCT23150PE,15035650,23150.0,2025-10-28,PE,75
NIFTY25OCT23200CE,15035906,23200.0,2025-10-28,CE,75
NIFTY25OCT23200PE,15036162,23200.0,2025-10-28,PE,75
NIFTY25OCT23250CE,15036418,23250.0,2025-10-28,CE,75
NIFTY25OCT23250PE,15036674,23250.0,2025-10-28,PE,75
NIFTY25OCT23300CE,15036930,23300.0,2025-10-28,CE,75
NIFTY25OCT23300PE,15037186,23300.0,2025-10-28,PE,75
NIFTY25OCT23350CE,15037442,23350.0,2025-10-28,CE,75
NIFTY25OCT23350PE,15037698,23350.0,2025-10-28,PE,75
NIFTY25OCT23400CE,15037954,23400.0,2025-10-28,CE,75
NIFTY25OCT23400PE,15038210,23400.0,2025-10-28,PE,75
NIFTY25OCT23450CE,15038466,23450.0,2025-10-28,CE,75
NIFTY25OCT23450PE,15038722,23450.0,2025-10-28,PE,75
NIFTY25OCT23500CE,15038978,23500.0,2025-10-28,CE,75
NIFTY25OCT23500PE,15039234,23500.0,2025-10-28,PE,75
NIFTY25OCT23550CE,15039490,23550.0,2025-10-28,CE,75
NIFTY25OCT23550PE,15039746,23550.0,2025-10-28,PE,75
NIFTY25OCT23600CE,15040002,23600.0,2025-10-28,CE,75
NIFTY25OCT23600PE,15040770,23600.0,2025-10-28,PE,75
NIFTY25OCT23650CE,15041026,23650.0,2025-10-28,CE,75
NIFTY25OCT23650PE,15041282,23650.0,2025-10-28,PE,75
NIFTY25OCT23700CE,15041538,23700.0,2025-10-28,CE,75
NIFTY25OCT23700PE,15041794,23700.0,2025-10-28,PE,75
NIFTY25OCT23750CE,15042050,23750.0,2025-10-28,CE,75
NIFTY25OCT23750PE,15042306,23750.0,2025-10-28,PE,75
NIFTY25OCT23800CE,15042562,23800.0,2025-10-28,CE,75
NIFTY25OCT23800PE,15042818,23800.0,2025-10-28,PE,75
NIFTY25OCT23850CE,15043074,23850.0,2025-10-28,CE,75
NIFTY25OCT23850PE,15043330,23850.0,2025-10-28,PE,75
NIFTY25OCT23900CE,15043586,23900.0,2025-10-28,CE,75
NIFTY25OCT23900PE,15043842,23900.0,2025-10-28,PE,75
NIFTY25OCT23950CE,15044098,23950.0,2025-10-28,CE,75
NIFTY25OCT23950PE,15044354,23950.0,2025-10-28,PE,75
NIFTY25OCT24000CE,15044610,24000.0,2025-10-28,CE,75
NIFTY25OCT24000PE,15044866,24000.0,2025-10-28,PE,75
NIFTY25OCT24050CE,15045122,24050.0,2025-10-28,CE,75
NIFTY25OCT24050PE,15045378,24050.0,2025-10-28,PE,75
NIFTY25OCT24100CE,15045634,24100.0,2025-10-28,CE,75
NIFTY25OCT24100PE,15045890,24100.0,2025-10-28,PE,75
NIFTY25OCT24150CE,15046146,24150.0,2025-10-28,CE,75
NIFTY25OCT24150PE,15046402,24150.0,2025-10-28,PE,75
NIFTY25OCT24200CE,15046658,24200.0,2025-10-28,CE,75
NIFTY25OCT24200PE,15046914,24200.0,2025-10-28,PE,75
NIFTY25OCT24250CE,15047170,24250.0,2025-10-28,CE,75
NIFTY25OCT24250PE,15047426,24250.0,2025-10-28,PE,75
NIFTY25OCT24300CE,15047682,24300.0,2025-10-28,CE,75
NIFTY25OCT24300PE,15047938,24300.0,2025-10-28,PE,75
NIFTY25OCT24350CE,15048194,24350.0,2025-10-28,CE,75
NIFTY25OCT24350PE,15048450,24350.0,2025-10-28,PE,75
NIFTY25OCT24400CE,15048706,24400.0,2025-10-28,CE,75
NIFTY25OCT24400PE,15048962,24400.0,2025-10-28,PE,75
NIFTY25OCT24450CE,15049218,24450.0,2025-10-28,CE,75
NIFTY25OCT24450PE,15049474,24450.0,2025-10-28,PE,75
NIFTY25OCT24500CE,15050754,24500.0,2025-10-28,CE,75
NIFTY25OCT24500PE,15051010,24500.0,2025-10-28,PE,75
NIFTY25OCT24550CE,15051266,24550.0,2025-10-28,CE,75
NIFTY25OCT24550PE,15058178,24550.0,2025-10-28,PE,75
NIFTY25OCT24600CE,15058434,24600.0,2025-10-28,CE,75
NIFTY25OCT24600PE,15068162,24600.0,2025-10-28,PE,75
NIFTY25OCT24650CE,15069698,24650.0,2025-10-28,CE,75
NIFTY25OCT24650PE,15069954,24650.0,2025-10-28,PE,75
NIFTY25OCT24700CE,15070210,24700.0,2025-10-28,CE,75
NIFTY25OCT24700PE,15076866,24700.0,2025-10-28,PE,75
NIFTY25OCT24750CE,15077122,24750.0,2025-10-28,CE,75
NIFTY25OCT24750PE,15077378,24750.0,2025-10-28,PE,75
NIFTY25OCT24800CE,15077634,24800.0,2025-10-28,CE,75
NIFTY25OCT24800PE,15077890,24800.0,2025-10-28,PE,75
NIFTY25OCT24850CE,15078146,24850.0,2025-10-28,CE,75
NIFTY25OCT24850PE,15078402,24850.0,2025-10-28,PE,75
NIFTY25OCT24900CE,15078658,24900.0,2025-10-28,CE,75
NIFTY25OCT24900PE,15078914,24900.0,2025-10-28,PE,75
NIFTY25OCT24950CE,15080194,24950.0,2025-10-28,CE,75
NIFTY25OCT24950PE,15080450,24950.0,2025-10-28,PE,75
NIFTY25OCT25000CE,15080706,25000.0,2025-10-28,CE,75
NIFTY25OCT25000PE,15080962,25000.0,2025-10-28,PE,75
NIFTY25OCT25050CE,15081218,25050.0,2025-10-28,CE,75
NIFTY25OCT25050PE,15083522,25050.0,2025-10-28,PE,75
NIFTY25OCT25100CE,15083778,25100.0,2025-10-28,CE,75
NIFTY25OCT25100PE,15084034,25100.0,2025-10-28,PE,75
NIFTY25OCT25150CE,15084290,25150.0,2025-10-28,CE,75
NIFTY25OCT25150PE,15084546,25150.0,2025-10-28,PE,75
NIFTY25OCT25200CE,15084802,25200.0,2025-10-28,CE,75
NIFTY25OCT25200PE,15085058,25200.0,2025-10-28,PE,75
NIFTY25OCT25250CE,15085314,25250.0,2025-10-28,CE,75
NIFTY25OCT25250PE,15085570,25250.0,2025-10-28,PE,75
NIFTY25OCT25300CE,15085826,25300.0,2025-10-28,CE,75
NIFTY25OCT25300PE,15086082,25300.0,2025-10-28,PE,75
NIFTY25OCT25350CE,15086338,25350.0,2025-10-28,CE,75
NIFTY25OCT25350PE,15086594,25350.0,2025-10-28,PE,75
NIFTY25OCT25400CE,15087106,25400.0,2025-10-28,CE,75
NIFTY25OCT25400PE,15087362,25400.0,2025-10-28,PE,75
NIFTY25OCT25450CE,15087618,25450.0,2025-10-28,CE,75
NIFTY25OCT25450PE,15087874,25450.0,2025-10-28,PE,75
NIFTY25OCT25500CE,15088130,25500.0,2025-10-28,CE,75
NIFTY25OCT25500PE,15088386,25500.0,2025-10-28,PE,75
NIFTY25OCT25550CE,15090178,25550.0,2025-10-28,CE,75
NIFTY25OCT25550PE,15090946,25550.0,2025-10-28,PE,75
NIFTY25OCT25600CE,15091458,25600.0,2025-10-28,CE,75
NIFTY25OCT25600PE,15091714,25600.0,2025-10-28,PE,75
NIFTY25OCT25650CE,15091970,25650.0,2025-10-28,CE,75
NIFTY25OCT25650PE,15092226,25650.0,2025-10-28,PE,75
NIFTY25OCT25700CE,15092738,25700.0,2025-10-28,CE,75
NIFTY25OCT25700PE,15093506,25700.0,2025-10-28,PE,75
NIFTY25OCT25750CE,15093762,25750.0,2025-10-28,CE,75
NIFTY25OCT25750PE,15094274,25750.0,2025-10-28,PE,75
NIFTY25OCT25800CE,15094530,25800.0,2025-10-28,CE,75
NIFTY25OCT25800PE,15095042,25800.0,2025-10-28,PE,75
NIFTY25OCT25850CE,15096322,25850.0,2025-10-28,CE,75
NIFTY25OCT25850PE,15097090,25850.0,2025-10-28,PE,75
NIFTY25OCT25900CE,15097346,25900.0,2025-10-28,CE,75
NIFTY25OCT25900PE,15103234,25900.0,2025-10-28,PE,75
NIFTY25OCT25950CE,15103490,25950.0,2025-10-28,CE,75
NIFTY25OCT25950PE,15104770,25950.0,2025-10-28,PE,75
NIFTY25OCT26000CE,15105026,26000.0,2025-10-28,CE,75
NIFTY25OCT26000PE,15105282,26000.0,2025-10-28,PE,75
NIFTY25OCT26050CE,15106562,26050.0,2025-10-28,CE,75
NIFTY25OCT26050PE,15106818,26050.0,2025-10-28,PE,75
NIFTY25OCT26100CE,15109634,26100.0,2025-10-28,CE,75
NIFTY25OCT26100PE,15109890,26100.0,2025-10-28,PE,75
NIFTY25OCT26150CE,15110658,26150.0,2025-10-28,CE,75
NIFTY25OCT26150PE,15110914,26150.0,2025-10-28,PE,75
NIFTY25OCT26200CE,15112450,26200.0,2025-10-28,CE,75
NIFTY25OCT26200PE,15112706,26200.0,2025-10-28,PE,75
NIFTY25OCT26250CE,15113474,26250.0,2025-10-28,CE,75
NIFTY25OCT26250PE,15113730,26250.0,2025-10-28,PE,75
NIFTY25OCT26300CE,15113986,26300.0,2025-10-28,CE,75
NIFTY25OCT26300PE,15114242,26300.0,2025-10-28,PE,75
NIFTY25OCT26350CE,15114498,26350.0,2025-10-28,CE,75
NIFTY25OCT26350PE,15114754,26350.0,2025-10-28,PE,75
NIFTY25OCT26400CE,15115266,26400.0,2025-10-28,CE,75
NIFTY25OCT26400PE,15115522,26400.0,2025-10-28,PE,75
NIFTY25OCT26450CE,15115778,26450.0,2025-10-28,CE,75
NIFTY25OCT26450PE,15116034,26450.0,2025-10-28,PE,75
NIFTY25OCT26500CE,15117826,26500.0,2025-10-28,CE,75
NIFTY25OCT26500PE,15118082,26500.0,2025-10-28,PE,75
NIFTY25OCT26550CE,15118850,26550.0,2025-10-28,CE,75
NIFTY25OCT26550PE,15119106,26550.0,2025-10-28,PE,75
NIFTY25OCT26600CE,15126530,26600.0,2025-10-28,CE,75
NIFTY25OCT26600PE,15126786,26600.0,2025-10-28,PE,75
NIFTY25OCT26650CE,15127554,26650.0,2025-10-28,CE,75
NIFTY25OCT26650PE,15127810,26650.0,2025-10-28,PE,75
NIFTY25OCT26700CE,15129346,26700.0,2025-10-28,CE,75
NIFTY25OCT26700PE,15129602,26700.0,2025-10-28,PE,75
NIFTY25OCT26750CE,15129858,26750.0,2025-10-28,CE,75
NIFTY25OCT26750PE,15130114,26750.0,2025-10-28,PE,75
NIFTY25OCT26800CE,15130370,26800.0,2025-10-28,CE,75
NIFTY25OCT26800PE,15130626,26800.0,2025-10-28,PE,75
NIFTY25OCT26850CE,15130882,26850.0,2025-10-28,CE,75
NIFTY25OCT26850PE,15131138,26850.0,2025-10-28,PE,75
NIFTY25OCT26900CE,15131394,26900.0,2025-10-28,CE,75
NIFTY25OCT26900PE,15131650,26900.0,2025-10-28,PE,75
NIFTY25OCT26950CE,15131906,26950.0,2025-10-28,CE,75
NIFTY25OCT26950PE,15132162,26950.0,2025-10-28,PE,75
NIFTY25OCT27000CE,15132418,27000.0,2025-10-28,CE,75
NIFTY25OCT27000PE,15132674,27000.0,2025-10-28,PE,75
NIFTY25OCT27050CE,15132930,27050.0,2025-10-28,CE,75
NIFTY25OCT27050PE,15133186,27050.0,2025-10-28,PE,75
NIFTY25OCT27100CE,15133442,27100.0,2025-10-28,CE,75
NIFTY25OCT27100PE,15133698,27100.0,2025-10-28,PE,75
NIFTY25OCT27150CE,15133954,27150.0,2025-10-28,CE,75
NIFTY25OCT27150PE,15134210,27150.0,2025-10-28,PE,75
NIFTY25N0422850CE,12103938,22850.0,2025-11-04,CE,75
NIFTY25N0422850PE,12105474,22850.0,2025-11-04,PE,75
NIFTY25N0422900CE,12105730,22900.0,2025-11-04,CE,75
NIFTY25N0422900PE,12120066,22900.0,2025-11-04,PE,75
NIFTY25N0422950CE,12120322,22950.0,2025-11-04,CE,75
NIFTY25N0422950PE,12120578,22950.0,2025-11-04,PE,75
NIFTY25N0423000CE,12120834,23000.0,2025-11-04,CE,75
NIFTY25N0423000PE,12122882,23000.0,2025-11-04,PE,75
NIFTY25N0423050CE,12123138,23050.0,2025-11-04,CE,75
NIFTY25N0423050PE,12127234,23050.0,2025-11-04,PE,75
NIFTY25N0423100CE,12127490,23100.0,2025-11-04,CE,75
NIFTY25N0423100PE,12130818,23100.0,2025-11-04,PE,75
NIFTY25N0423150CE,12131074,23150.0,2025-11-04,CE,75
NIFTY25N0423150PE,12131330,23150.0,2025-11-04,PE,75
NIFTY25N0423200CE,12131842,23200.0,2025-11-04,CE,75
NIFTY25N0423200PE,12132098,23200.0,2025-11-04,PE,75
NIFTY25N0423250CE,12133890,23250.0,2025-11-04,CE,75
NIFTY25N0423250PE,12134402,23250.0,2025-11-04,PE,75
NIFTY25N0423300CE,12134658,23300.0,2025-11-04,CE,75
NIFTY25N0423300PE,12135682,23300.0,2025-11-04,PE,75
NIFTY25N0423350CE,12135938,23350.0,2025-11-04,CE,75
NIFTY25N0423350PE,12136194,23350.0,2025-11-04,PE,75
NIFTY25N0423400CE,12136962,23400.0,2025-11-04,CE,75
NIFTY25N0423400PE,12137218,23400.0,2025-11-04,PE,75
NIFTY25N0423450CE,12137730,23450.0,2025-11-04,CE,75
NIFTY25N0423450PE,12138754,23450.0,2025-11-04,PE,75
NIFTY25N0423500CE,12139010,23500.0,2025-11-04,CE,75
NIFTY25N0423500PE,12139266,23500.0,2025-11-04,PE,75
NIFTY25N0423550CE,12140546,23550.0,2025-11-04,CE,75
NIFTY25N0423550PE,12140802,23550.0,2025-11-04,PE,75
NIFTY25N0423600CE,12141058,23600.0,2025-11-04,CE,75
NIFTY25N0423600PE,12141314,23600.0,2025-11-04,PE,75
NIFTY25N0423650CE,12141826,23650.0,2025-11-04,CE,75
NIFTY25N0423650PE,12142082,23650.0,2025-11-04,PE,75
NIFTY25N0423700CE,12142338,23700.0,2025-11-04,CE,75
NIFTY25N0423700PE,12142594,23700.0,2025-11-04,PE,75
NIFTY25N0423750CE,12142850,23750.0,2025-11-04,CE,75
NIFTY25N0423750PE,12143618,23750.0,2025-11-04,PE,75
NIFTY25N0423800CE,12144130,23800.0,2025-11-04,CE,75
NIFTY25N0423800PE,12144386,23800.0,2025-11-04,PE,75
NIFTY25N0423850CE,12144642,23850.0,2025-11-04,CE,75
NIFTY25N0423850PE,12144898,23850.0,2025-11-04,PE,75
NIFTY25N0423900CE,12146690,23900.0,2025-11-04,CE,75
NIFTY25N0423900PE,12147458,23900.0,2025-11-04,PE,75
NIFTY25N0423950CE,12148994,23950.0,2025-11-04,CE,75
NIFTY25N0423950PE,12150786,23950.0,2025-11-04,PE,75
NIFTY25N0424000CE,12152322,24000.0,2025-11-04,CE,75
NIFTY25N0424000PE,12152578,24000.0,2025-11-04,PE,75
NIFTY25N0424050CE,12154114,24050.0,2025-11-04,CE,75
NIFTY25N0424050PE,12154626,24050.0,2025-11-04,PE,75
NIFTY25N0424100CE,12154882,24100.0,2025-11-04,CE,75
NIFTY25N0424100PE,12155138,24100.0,2025-11-04,PE,75
NIFTY25N0424150CE,12155394,24150.0,2025-11-04,CE,75
NIFTY25N0424150PE,12155906,24150.0,2025-11-04,PE,75
NIFTY25N0424200CE,12156162,24200.0,2025-11-04,CE,75
NIFTY25N0424200PE,12156418,24200.0,2025-11-04,PE,75
NIFTY25N0424250CE,12156674,24250.0,2025-11-04,CE,75
NIFTY25N0424250PE,12156930,24250.0,2025-11-04,PE,75
NIFTY25N0424300CE,12158978,24300.0,2025-11-04,CE,75
NIFTY25N0424300PE,12160514,24300.0,2025-11-04,PE,75
NIFTY25N0424350CE,12160770,24350.0,2025-11-04,CE,75
NIFTY25N0424350PE,12161282,24350.0,2025-11-04,PE,75
NIFTY25N0424400CE,12161538,24400.0,2025-11-04,CE,75
NIFTY25N0424400PE,12162050,24400.0,2025-11-04,PE,75
NIFTY25N0424450CE,12162562,24450.0,2025-11-04,CE,75
NIFTY25N0424450PE,12162818,24450.0,2025-11-04,PE,75
NIFTY25N0424500CE,12163586,24500.0,2025-11-04,CE,75
NIFTY25N0424500PE,12169986,24500.0,2025-11-04,PE,75
NIFTY25N0424550CE,12170242,24550.0,2025-11-04,CE,75
NIFTY25N0424550PE,12170498,24550.0,2025-11-04,PE,75
NIFTY25N0424600CE,12172034,24600.0,2025-11-04,CE,75
NIFTY25N0424600PE,12173570,24600.0,2025-11-04,PE,75
NIFTY25N0424650CE,12175874,24650.0,2025-11-04,CE,75
NIFTY25N0424650PE,12176130,24650.0,2025-11-04,PE,75
NIFTY25N0424700CE,12178946,24700.0,2025-11-04,CE,75
NIFTY25N0424700PE,12179202,24700.0,2025-11-04,PE,75
NIFTY25N0424750CE,12179458,24750.0,2025-11-04,CE,75
NIFTY25N0424750PE,12179714,24750.0,2025-11-04,PE,75
NIFTY25N0424800CE,12180994,24800.0,2025-11-04,CE,75
NIFTY25N0424800PE,12181250,24800.0,2025-11-04,PE,75
NIFTY25N0424850CE,12181506,24850.0,2025-11-04,CE,75
NIFTY25N0424850PE,12181762,24850.0,2025-11-04,PE,75
NIFTY25N0424900CE,12182274,24900.0,2025-11-04,CE,75
NIFTY25N0424900PE,12184066,24900.0,2025-11-04,PE,75
NIFTY25N0424950CE,12184578,24950.0,2025-11-04,CE,75
NIFTY25N0424950PE,12185602,24950.0,2025-11-04,PE,75
NIFTY25N0425000CE,12186114,25000.0,2025-11-04,CE,75
NIFTY25N0425000PE,12186370,25000.0,2025-11-04,PE,75
NIFTY25N0425050CE,12186626,25050.0,2025-11-04,CE,75
NIFTY25N0425050PE,12186882,25050.0,2025-11-04,PE,75
NIFTY25N0425100CE,12188674,25100.0,2025-11-04,CE,75
NIFTY25N0425100PE,12188930,25100.0,2025-11-04,PE,75
NIFTY25N0425150CE,12189186,25150.0,2025-11-04,CE,75
NIFTY25N0425150PE,12192002,25150.0,2025-11-04,PE,75
NIFTY25N0425200CE,12192258,25200.0,2025-11-04,CE,75
NIFTY25N0425200PE,12193026,25200.0,2025-11-04,PE,75
NIFTY25N0425250CE,12193282,25250.0,2025-11-04,CE,75
NIFTY25N0425250PE,12193538,25250.0,2025-11-04,PE,75
NIFTY25N0425300CE,12193794,25300.0,2025-11-04,CE,75
NIFTY25N0425300PE,12194562,25300.0,2025-11-04,PE,75
NIFTY25N0425350CE,12194818,25350.0,2025-11-04,CE,75
NIFTY25N0425350PE,12195074,25350.0,2025-11-04,PE,75
NIFTY25N0425400CE,12195330,25400.0,2025-11-04,CE,75
NIFTY25N0425400PE,12196610,25400.0,2025-11-04,PE,75
NIFTY25N0425450CE,12196866,25450.0,2025-11-04,CE,75
NIFTY25N0425450PE,12197122,25450.0,2025-11-04,PE,75
NIFTY25N0425500CE,12197378,25500.0,2025-11-04,CE,75
NIFTY25N0425500PE,12197634,25500.0,2025-11-04,PE,75
